protein	p-value	q-value	adj. p-value	LB+NL+	LB-NL+	LB-NL-
TMED9	0.00625580943627863	0.147531609146965	0.266169930760549	-0.103955062130292	0.11970810739572	-0.0157530452654282
SLC4A1	0.00626391536186112	0.147531609146965	0.266169930760549	0.384867579163474	0.0629633405285472	-0.447830919692021
C20orf27	0.00639896403787428	0.147531609146965	0.266169930760549	0.136626118353607	-0.401952421855234	0.265326303501626
SNCA	0.00667683813810762	0.147531609146965	0.266169930760549	0.138905012792815	-0.290692330245989	0.151787317453174
LAMC1	0.00675891313843674	0.147531609146965	0.266169930760549	0.1867009742808	-0.0117692933150735	-0.174931680965726
CPSF7	0.00677199650202543	0.147531609146965	0.266169930760549	-0.116754634320709	0.181397915234884	-0.0646432809141754
TH	0.00687943162497615	0.147531609146965	0.266169930760549	0.0827856855313849	-0.660507109623197	0.577721424091812
SLC16A1	0.00699787793017234	0.147531609146965	0.266169930760549	0.12278693352195	0.0619556157395765	-0.184742549261526
KPNA3	0.00700075773125723	0.147531609146965	0.266169930760549	-0.0486122378219008	-0.0686078652184096	0.11722010304031
DNM1L	0.00704982073070773	0.147531609146965	0.266169930760549	0.00822799539874952	-0.095103017084631	0.0868750216858814
SRP9	0.00716527439392555	0.147531609146965	0.266169930760549	-0.0571859485789085	0.159477650023057	-0.102291701444148
HNRNPU	0.00718716732632834	0.147531609146965	0.266169930760549	-0.11645006874188	0.16750833484324	-0.0510582661013603
SEMA7A	0.0073487093992904	0.147531609146965	0.266169930760549	0.115970582922019	0.101260736119487	-0.217231319041506
ARSA	0.007389709685266	0.147531609146965	0.266169930760549	-0.014304645760273	-0.132880556941841	0.147185202702114
AKR7A3	0.00746689773965805	0.147531609146965	0.266169930760549	-0.0351920827819087	0.0965186297292203	-0.0613265469473116
IQGAP1	0.0075380946145828	0.147531609146965	0.266169930760549	-0.0423611244619608	0.165283440868344	-0.122922316406383
PPT1	0.00761969150551345	0.147531609146965	0.266169930760549	-0.130760558864394	0.185090338451684	-0.0543297795872893
PLSCR4	0.00775928954799932	0.147531609146965	0.266169930760549	0.10693464284366	0.0984360446030984	-0.205370687446759
PCMT1	0.00777915248007442	0.147531609146965	0.266169930760549	0.0508400625745987	-0.086212865555311	0.0353728029807123
PLLP	0.00786916594258644	0.147531609146965	0.266169930760549	-0.211332356665637	0.42335444378898	-0.212022087123342
XRCC6	0.00810967257469035	0.147531609146965	0.266169930760549	-0.101139278540628	0.185922813194899	-0.0847835346542712
FDPS	0.00816966347549294	0.147531609146965	0.266169930760549	0.0991899218395724	0.0722140899936482	-0.171404011833221
ARFGAP1	0.00826798884170643	0.147531609146965	0.266169930760549	0.0128746346819067	-0.163495726870667	0.15062109218876
LAMB2	0.00835622661830357	0.147531609146965	0.266169930760549	0.177872811791989	-0.016900376752444	-0.160972435039545
C2orf88	0.00836112749174935	0.147531609146965	0.266169930760549	-0.0848556850209123	0.201304610145969	-0.116448925125057
METTL7A	0.00842835165127931	0.147531609146965	0.266169930760549	-0.00615118527636745	0.114605200350901	-0.108454015074534
CHP1	0.00848576650573108	0.147531609146965	0.266169930760549	0.00660678655764857	0.219690237274485	-0.226297023832134
SPG20	0.00862547958340889	0.147531609146965	0.266169930760549	-0.0344058564468698	-0.0815522421113609	0.115958098558231
TOM1	0.00863898813829433	0.147531609146965	0.266169930760549	-0.100984024220374	0.0269248624010071	0.0740591618193673
UROS	0.00882784222522055	0.147531609146965	0.266169930760549	0.108425316620693	-0.148751923394079	0.040326606773386
HNRNPAB	0.0088306329142202	0.147531609146965	0.266169930760549	-0.0893121789187879	0.199224122911178	-0.109911943992391
ITGB1	0.00908205638941986	0.147531609146965	0.266169930760549	0.0418617897504492	0.113846770730218	-0.155708560480667
GUK1	0.00909414853606704	0.147531609146965	0.266169930760549	0.0259367080287343	-0.104681879217644	0.0787451711889094
EIF5A	0.00912702591441865	0.147531609146965	0.266169930760549	-0.182661999097552	0.116736882996273	0.0659251161012789
LMNA	0.00935817843319756	0.147531609146965	0.266169930760549	0.072328005224306	0.123821383948017	-0.196149389172323
LACTB	0.00939104500343784	0.147531609146965	0.266169930760549	0.0807407895231395	-0.183805493212654	0.103064703689514
TMEM30A	0.0094976804771438	0.147531609146965	0.266169930760549	0.145043320650204	-0.34872502495368	0.203681704303477
VWA8	0.00967016118616811	0.147531609146965	0.266169930760549	-0.0250986078467122	0.169487160451134	-0.144388552604422
EPB41L1	0.00973907939556241	0.147531609146965	0.266169930760549	0.0898838096617502	-0.170537615832497	0.0806538061707465
DKK3	0.00977473689188748	0.147531609146965	0.266169930760549	0.153383584110548	-0.396753225005178	0.24336964089463
HNRNPC	0.00979139190986918	0.147531609146965	0.266169930760549	-0.09172026288118	0.177254169796381	-0.0855339069152009
HBB	0.00981808213611006	0.147531609146965	0.266169930760549	0.215827008074582	0.0224237051030243	-0.238250713177606
HGS	0.0100031328647712	0.147531609146965	0.266169930760549	-0.0745715007874048	0.0835793149002511	-0.00900781411284629
PRDX1	0.010032783567103	0.147531609146965	0.266169930760549	0.0719215074378569	0.0839593994306241	-0.155880906868481
GMFB	0.0100610976190285	0.147531609146965	0.266169930760549	0.0997330324253598	-0.0329477145727765	-0.0667853178525832
CLASP1	0.0105290066927643	0.150288168031309	0.271143191010509	-0.161277786550055	0.140623611949595	0.0206541746004603
TIGAR	0.0105517381719412	0.150288168031309	0.271143191010509	0.140188552949653	-0.00681005570705907	-0.133378497242594
SEC31A	0.0106382613044556	0.150288168031309	0.271143191010509	-0.0999715942282205	0.0657317757957007	0.0342398184325198
DYNC1I1	0.0107477467828959	0.150288168031309	0.271143191010509	0.0499621500954354	-0.120458828384042	0.0704966782886062
NUDCD2	0.0109008403917566	0.150288168031309	0.271143191010509	-0.0181459148445243	0.0834768397799002	-0.0653309249353759
DCTN4	0.0109261745663952	0.150288168031309	0.271143191010509	0.115562837138758	-0.0822476050727529	-0.0333152320660053
ACTB	0.0110126758684928	0.150288168031309	0.271143191010509	0.103688506992683	-0.117367558616988	0.013679051624305
BBOX1	0.0111249030783127	0.150288168031309	0.271143191010509	0.184198609828397	0.103653497253917	-0.287852107082314
DLG2	0.0112953888831978	0.150288168031309	0.271143191010509	0.0590533530644174	-0.175814996598867	0.11676164353445
GATM	0.0113263463607876	0.150288168031309	0.271143191010509	-0.0726294499128584	0.183689077636985	-0.111059627724126
CAST	0.0113437045923871	0.150288168031309	0.271143191010509	-0.138354857859764	0.181556664221674	-0.0432018063619096
PRDX2	0.011347200703781	0.150288168031309	0.271143191010509	0.065509051001582	0.023929240076859	-0.089438291078441
FUS	0.0114400897527388	0.150306290910685	0.271175887498919	-0.113036077624275	0.206932574437077	-0.0938964968128019
LYRM4	0.0120772271534954	0.150970641916051	0.272374479869202	0.0358956661103482	-0.12559242753953	0.0896967614291816
NPLOC4	0.0123254785785166	0.150970641916051	0.272374479869202	-0.0470458856590417	-0.0671261186809482	0.11417200433999
HNRNPA2B1	0.0124568077726631	0.150970641916051	0.272374479869202	-0.0863603180004172	0.156776661167609	-0.0704163431671919
PARK7	0.0125447305395862	0.150970641916051	0.272374479869202	0.0803870259063586	-0.0449026555340835	-0.0354843703722751
CAMK4	0.0127511421603812	0.150970641916051	0.272374479869202	0.192984469799253	-0.425772106092255	0.232787636293002
RIN1	0.0128875053686059	0.150970641916051	0.272374479869202	0.18766419171555	-0.129883336449127	-0.057780855266423
PLXNB1	0.0128902963678238	0.150970641916051	0.272374479869202	0.03537509331247	0.155267466240619	-0.190642559553089
KHDRBS1	0.0128939294333421	0.150970641916051	0.272374479869202	-0.247221315688024	0.157857755929184	0.0893635597588392
HBD	0.0129161271493699	0.150970641916051	0.272374479869202	0.342297617800989	-0.00538041346511424	-0.336917204335875
DTD1	0.0131022889510303	0.150970641916051	0.272374479869202	0.164253917189299	-0.201978860895613	0.0377249437063146
TMX1	0.0131024368848114	0.150970641916051	0.272374479869202	0.0347979942346481	0.130554695432352	-0.165352689667
AGPAT1	0.0131025718748714	0.150970641916051	0.272374479869202	0.0121738085296512	-0.183088822506249	0.170915013976598
PGAM2	0.0134862023396668	0.150970641916051	0.272374479869202	0.133967164271274	0.33828316592326	-0.472250330194534
ARPC1A	0.0135929028952027	0.150970641916051	0.272374479869202	0.0606413730972985	-0.0932917400875503	0.0326503669902518
TMSB4X	0.0136209732669515	0.150970641916051	0.272374479869202	0.148388827731462	-0.159505600369687	0.0111167726382245
FKBP1A	0.0136877819546304	0.150970641916051	0.272374479869202	0.233643583466666	-0.365838444539182	0.132194861072517
KIAA1045	0.0136889862873584	0.150970641916051	0.272374479869202	0.0107386872908403	-0.154197007581648	0.143458320290807
CISD1	0.0137298490060412	0.150970641916051	0.272374479869202	0.0711921964494073	-0.107357790324806	0.0361655938753983
PDXP	0.0137629612428867	0.150970641916051	0.272374479869202	0.0653276621153979	-0.140556029349711	0.0752283672343131
RAPGEF4	0.0137774004669681	0.150970641916051	0.272374479869202	0.178775652438395	-0.324636364864761	0.145860712426366
SRP14	0.0139750670922272	0.150970641916051	0.272374479869202	-0.134015724619705	0.147643759259385	-0.0136280346396795
CADM3	0.0140175006589639	0.150970641916051	0.272374479869202	0.139838395913396	-0.226380733737829	0.0865423378244331
NPTN	0.0141553462906779	0.150970641916051	0.272374479869202	0.122166075573598	-0.167435853352331	0.0452697777787332
MADD	0.0142364814907768	0.150970641916051	0.272374479869202	0.112694261743938	-0.126172114821087	0.0134778530771489
NAPG	0.0143309377221092	0.150970641916051	0.272374479869202	0.0658744288142784	-0.0755821155534486	0.00970768673917023
GSTT2B	0.0144212299460629	0.150970641916051	0.272374479869202	0.570224959944595	0.256660596351585	-0.82688555629618
NPM1	0.0144294993675342	0.150970641916051	0.272374479869202	-0.0609664133023796	0.122515426017855	-0.0615490127154752
RRBP1	0.0144834987410824	0.150970641916051	0.272374479869202	-0.0113232538874994	0.184083624282837	-0.172760370395338
CTSL	0.0145886505926394	0.150970641916051	0.272374479869202	-0.187693034126411	0.00532011854397668	0.182372915582434
SCAMP1	0.0145944660546675	0.150970641916051	0.272374479869202	0.0525447266017244	-0.184470594910467	0.131925868308742
GPM6B	0.0146008909949228	0.150970641916051	0.272374479869202	0.0517415717066895	-0.131905891094703	0.0801643193880139
ALDH1A1	0.0148362348658344	0.150970641916051	0.272374479869202	-0.0197730926606847	-0.195179418430479	0.214952511091163
CEP170B	0.0150399270999347	0.150970641916051	0.272374479869202	0.0628052488024775	-0.159739826183016	0.0969345773805381
CLU	0.0150852048993426	0.150970641916051	0.272374479869202	0.213149596485042	-0.0463289844815285	-0.166820612003514
ACY1	0.0152907338641578	0.150970641916051	0.272374479869202	0.00584236816872279	0.177291345075684	-0.183133713244407
GPM6A	0.0153697361073019	0.150970641916051	0.272374479869202	0.155770390543794	-0.222021272208312	0.066250881664518
CPE	0.015389116353311	0.150970641916051	0.272374479869202	0.106080448178153	-0.241122012523404	0.135041564345251
PSAT1	0.0153904385341292	0.150970641916051	0.272374479869202	0.0817343679537576	0.0767441180950383	-0.158478486048796
HNRNPM	0.0155747191997009	0.150970641916051	0.272374479869202	-0.115843923010581	0.160796495494413	-0.0449525724838319
AMPD2	0.0155764003919552	0.150970641916051	0.272374479869202	0.159818307261263	-0.207637973756365	0.0478196664951021
HINT1	0.0156238941331746	0.150970641916051	0.272374479869202	0.0474513907243618	-0.106971788891703	0.0595203981673412
ARL6IP5	0.0156851113628351	0.150970641916051	0.272374479869202	0.0422020125992949	-0.0979678792784901	0.0557658666791952
TTYH1	0.0157350025578769	0.150970641916051	0.272374479869202	-0.207801938150688	0.0954814419878169	0.112320496162871
GAD1	0.0158675130007951	0.150970641916051	0.272374479869202	0.058176476591076	-0.275993047972745	0.217816571381669
TNC	0.0159256221111677	0.150970641916051	0.272374479869202	0.0815266367079944	0.0894778804280419	-0.171004517136036
ACTR3B	0.0159475390835968	0.150970641916051	0.272374479869202	0.185366274157754	-0.344672004241555	0.159305730083801
MYL6B	0.0159968110225647	0.150970641916051	0.272374479869202	0.125116869621327	-0.235768386640629	0.110651517019302
ANK2	0.0160036313675845	0.150970641916051	0.272374479869202	0.0545601998139541	-0.124094895721504	0.06953469590755
GNB5	0.0160980548382618	0.150970641916051	0.272374479869202	0.107307700325719	-0.213187484368361	0.105879784042642
ATCAY	0.0162410840412025	0.150970641916051	0.272374479869202	0.0638513262579492	-0.215612604949691	0.151761278691742
ATP2B3	0.016291550059317	0.150970641916051	0.272374479869202	0.0695082318756076	-0.189214571166974	0.119706339291367
HPRT1	0.0163295757463527	0.150970641916051	0.272374479869202	0.0446692755368819	-0.116381694527322	0.0717124189904406
CAP2	0.016362692344488	0.150970641916051	0.272374479869202	0.0602994433078744	-0.153851909337784	0.0935524660299097
MYH11	0.016533524149136	0.151337521160734	0.273036386993508	0.719270155370636	-0.624724472071285	-0.0945456832993509
MAP2K1	0.0165867531754409	0.151337521160734	0.273036386993508	0.133513496014773	-0.176308875938723	0.0427953799239504
HNRNPA3	0.0168049825487261	0.151576702630781	0.273467907504194	-0.105397947549094	0.135151288541432	-0.0297533409923376
AP3D1	0.016922582690354	0.151576702630781	0.273467907504194	0.0399848099436867	-0.101399211322118	0.0614144013784308
TARDBP	0.0170059328967074	0.151576702630781	0.273467907504194	-0.126678753851586	0.167944968248001	-0.0412662143964156
FXR2	0.01705556990295	0.151576702630781	0.273467907504194	-0.204913165819621	0.00372887687981108	0.20118428893981
SCAMP3	0.0171865072297673	0.151576702630781	0.273467907504194	0.0410095984847376	-0.130739143134186	0.0897295446494484
EIF4A2	0.0172551462459906	0.151576702630781	0.273467907504194	-0.151319519706788	0.0893106928675776	0.0620088268392108
DPP6	0.0172590275745138	0.151576702630781	0.273467907504194	0.142359445415545	-0.332864008902814	0.190504563487269
XPOT	0.0175127099166235	0.152721200589753	0.275532759533238	-0.0487247125317585	0.149388643576324	-0.100663931044566
SRI	0.017975888090992	0.152721200589753	0.275532759533238	0.0611024093655194	0.062490563061472	-0.123592972426991
GNAO1	0.0180559546249165	0.152721200589753	0.275532759533238	0.0963653850219499	-0.171643348370905	0.0752779633489549
SEC14L2	0.0182966749210764	0.152721200589753	0.275532759533238	0.0399395165067243	0.0761065604293282	-0.116046076936052
STXBP5L	0.0184764833411899	0.152721200589753	0.275532759533238	0.0061210707688279	-0.181351438473625	0.175230367704797
SOGA3	0.0184929974618957	0.152721200589753	0.275532759533238	0.0300227700754583	-0.122261484680226	0.092238714604768
NUDCD3	0.0189662689791269	0.152721200589753	0.275532759533238	-0.151497291495134	0.0205889956998083	0.130908295795326
BRK1	0.0190995311267974	0.152721200589753	0.275532759533238	0.126302569101662	-0.143585983929739	0.0172834148280776
ADCY5	0.0192817458531737	0.152721200589753	0.275532759533238	0.164814007255955	-0.449082667970909	0.284268660714955
SEC24C	0.019288885504893	0.152721200589753	0.275532759533238	-0.126664616457464	0.126230115893511	0.000434500563952375
ILF2	0.0193011415313715	0.152721200589753	0.275532759533238	-0.0969746789564821	0.16866181402581	-0.0716871350693279
CAMK2G	0.0193288656170454	0.152721200589753	0.275532759533238	-0.0624872770430022	0.135970140305365	-0.0734828632623624
PCBP1	0.019627919879738	0.152721200589753	0.275532759533238	-0.0538205930560538	0.0800103902843223	-0.0261897972282685
KTN1	0.0196990537365347	0.152721200589753	0.275532759533238	-0.113726012460101	0.0896438151664662	0.0240821972936346
PRKCE	0.019812511127646	0.152721200589753	0.275532759533238	0.132486052013159	-0.0861969903878367	-0.0462890616253226
ADSL	0.0198375937533963	0.152721200589753	0.275532759533238	0.133953612853666	-0.0500877458859671	-0.0838658669676989
LPCAT1	0.019848670903856	0.152721200589753	0.275532759533238	-0.131007166438361	-0.018165849554158	0.149173015992519
NUP85	0.0198510729458176	0.152721200589753	0.275532759533238	-0.157488023789873	0.232115233759915	-0.0746272099700417
PA2G4	0.0199625669560853	0.152721200589753	0.275532759533238	-0.0350787372661322	0.124231051873233	-0.0891523146071004
NCKAP1	0.0200119811291771	0.152721200589753	0.275532759533238	0.107842320813417	-0.130140319946474	0.0222979991330565
PPP3CB	0.0200738336430869	0.152721200589753	0.275532759533238	0.0855977663081339	-0.137397919145134	0.0518001528370001
ANXA3	0.0201090285039138	0.152721200589753	0.275532759533238	-0.126011838696412	0.125425217685309	0.000586621011103149
LAMA5	0.0202169899828201	0.152721200589753	0.275532759533238	0.267631284724577	-0.110026776722666	-0.15760450800191
SNX6	0.0203657912635332	0.152721200589753	0.275532759533238	-0.0536918475662481	0.144768150904058	-0.0910763033378096
VGF	0.0204354278573166	0.152721200589753	0.275532759533238	0.116154138355233	-0.393537170905928	0.277383032550695
FLNB	0.0204724864196614	0.152721200589753	0.275532759533238	0.0949490379974427	0.0588458715635682	-0.153794909561011
IVD	0.0205301791072166	0.152721200589753	0.275532759533238	0.11523751300016	0.100930887077999	-0.216168400078159
HNRNPDL	0.0206152031389479	0.152721200589753	0.275532759533238	-0.14218574158864	0.189302249858029	-0.0471165082693891
DAAM2	0.020630241438735	0.152721200589753	0.275532759533238	-0.0648754074399127	0.265878935601334	-0.201003528161422
SEC13	0.0206550126964506	0.152721200589753	0.275532759533238	-0.0855400072899452	0.0399091024725299	0.0456309048174154
ATG4B	0.0208112356976804	0.152721200589753	0.275532759533238	-0.125828286869004	0.0468060507342678	0.0790222361347366
RAP1GAP	0.0208246711498272	0.152721200589753	0.275532759533238	0.0363474583857729	-0.176177186420056	0.139829728034283
RABL6	0.0208259055632142	0.152721200589753	0.275532759533238	0.092269954989548	-0.184912870146531	0.0926429151569829
HSPG2	0.0208460002133213	0.152721200589753	0.275532759533238	0.204551151346233	-0.0509104210851124	-0.153640730261121
MRPL44	0.0209284684116689	0.152721200589753	0.275532759533238	-0.144417979187839	0.0918032176809364	0.0526147615069026
RAP1GDS1	0.0210248926575665	0.152721200589753	0.275532759533238	-0.00474530691751671	-0.077848224368276	0.0825935312857927
PC	0.0212856292949318	0.152721200589753	0.275532759533238	-0.0155421821653102	0.0884125682175027	-0.0728703860521925
RAB3GAP1	0.021401723604552	0.152721200589753	0.275532759533238	-0.038218732155472	-0.0723795473366335	0.110598279492105
SRSF7	0.0215853247767783	0.152721200589753	0.275532759533238	-0.104105484257496	0.195390144880091	-0.0912846606225954
ATP8A1	0.0217903204972372	0.152721200589753	0.275532759533238	0.158304552741424	-0.404350089547197	0.246045536805773
EZR	0.0218607910269471	0.152721200589753	0.275532759533238	0.0670804682964969	0.0769006058163632	-0.14398107411286
KDSR	0.0219683888075311	0.152721200589753	0.275532759533238	0.0150184776188477	0.113698686239345	-0.128717163858193
SNRPD3	0.0221414437905708	0.152721200589753	0.275532759533238	-0.0201411666474958	0.157729935426397	-0.137588768778901
OPA1	0.0223265615693617	0.152721200589753	0.275532759533238	0.0406249165379172	-0.144356164233864	0.103731247695947
PTPRF	0.0223775489626107	0.152721200589753	0.275532759533238	-0.135901790503367	0.052556442999097	0.08334534750427
VAMP2	0.0224170286660917	0.152721200589753	0.275532759533238	0.0372142703304983	-0.191935380740209	0.154721110409711
PCP4	0.0224460634237196	0.152721200589753	0.275532759533238	0.23088841733125	-0.526795757403029	0.295907340071779
TMX3	0.0224535677454807	0.152721200589753	0.275532759533238	0.234038911264145	-0.177732140027852	-0.0563067712362929
U2AF2	0.022520225034048	0.152721200589753	0.275532759533238	0.0245190590259787	0.189077760540782	-0.213596819566761
NOLC1	0.0226091994180318	0.152721200589753	0.275532759533238	-0.278343156740806	0.140542864560625	0.13780029218018
GNG7	0.0227559478104744	0.152721200589753	0.275532759533238	0.147325385247033	-0.179032962196639	0.0317075769496063
CDK5	0.0227968315601699	0.152721200589753	0.275532759533238	0.0018355461511905	-0.0931125957241593	0.0912770495729688
WDR47	0.0228011339387307	0.152721200589753	0.275532759533238	0.0914232950000994	-0.151368154481733	0.0599448594816334
RAP2A	0.0229747722642508	0.152721200589753	0.275532759533238	0.0164430728725909	-0.144830068183917	0.128386995311326
CTPS1	0.0229756631138768	0.152721200589753	0.275532759533238	0.0315514819865772	-0.125654470684589	0.0941029886980121
